"ID";"Торгівельне найменування";"Міжнародне непатентоване найменування";"Форма випуску";"Умови відпуску";"Склад (діючі)";"Фармакотерапевтична група";"Код АТС 1";"Код АТС 2";"Код АТС 3";"Заявник: назва українською";"Заявник: країна";"Заявник: адреса";"Кількість виробників";"Виробник 1: назва українською";"Виробник 1: країна ";"Виробник 1: адреса";"Виробник 2: назва українською";"Виробник 2: країна ";"Виробник 2: адреса";"Виробник 3: назва українською";"Виробник 3: країна ";"Виробник 3: адреса";"Виробник 4: назва українською";"Виробник 4: країна ";"Виробник 4: адреса";"Виробник 5: назва українською";"Виробник 5: країна ";"Виробник 5: адреса";"Номер Реєстраційного посвідчення";"Дата початку дії";"Дата закінчення";"Тип ЛЗ";"ЛЗ біологічного походження";"ЛЗ рослинного походження";"ЛЗ-сирота";"Гомеопатичний ЛЗ";"Тип МНН";"Дострокове припинення";"Дострокове припинення: останній день дії";"Дострокове припинення: причина";"URL інструкції";"Термін придатності";"Термін придатності: значення";"Термін придатності: одиниця вимірювання"
"2000E8A45AD6B939C225869A0030440E";"ЦЕФОТАКСИМ";"Cefotaxime";"порошок для розчину для ін'єкцій по 1,0 г in bulk: 50 флаконів з порошком у коробці";"";"1 флакон містить: цефотаксиму (у вигляді цефотаксиму натрію) - 1,0 г";"Антибактеріальні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління.";"";"";"";"Приватне акціонерне товариство ""Лекхім-Харків""";"Україна";"";"1";"Квілу Фармацеутікал Ко., Лтд.";"Китай";"";;;;;;;;;;;;;UA/13414/01/01;05.12.2018;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"2 роки";2;"рік"
"EE26E4A87DA7FDE6C2258BB2002B8C09";"ЦЕФОТАКСИМ";"Cefotaxime";"порошок для розчину для ін'єкцій по 1,0 г; 1 або 5, або 50 флаконів з порошком у пачці з картону; 1 або 5 флаконів з порошком у блістері, по 1 блістеру у пачці з картону; 1 флакон з порошком та 1 ампула з розчинником по 10 мл (Вода для ін`єкцій) у блістері; по 1 блістеру у пачці з картону";"за рецептом";"1 флакон містить цефотаксиму (у вигляді цефотаксиму натрію) 1,0 г";"Антибактеріальні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління.";"J01DD01";"";"";"Приватне акціонерне товариство ""Лекхім - Харків""";"Україна";"";"2";"Приватне акціонерне товариство ""Лекхім - Харків"" (пакування із форми in bulk фірми-виробника Qilu Pharmaceutical Co., Ltd., Китай)";"Україна";"";"ТОВ ""Лекхім-Обухів"" (пакування із форми in bulk фірми-виробника Qilu Pharmaceutical Co. Ltd., Китай)";"Україна";"";;;;;;;;;;UA/13415/01/01;05.12.2018;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/CBC44BE1C062BCA642258BB600399DEB/$file/UA134150101_EE26.mht";"цефотаксим, порошок для розчину для ін’єкцій, по 1,0 г – 2 роки;вода для ін’єкцій, розчинник для парентерального застосування, по 10 мл в ампулі – 4 роки";2;"рік"
"E05761D1DD05BBEDC2258C6F0027ABE9";"ЦЕФОТАКСИМ";"Cefotaxime";"порошок для розчину для ін'єкцій по 1,0 г; 10 флаконів з порошком у контурній чарунковій упаковці; по 1 контурній чарунковій упаковці у пачці";"за рецептом";"1 флакон містить цефотаксиму натрієвої солі стерильної у перерахуванні на цефотаксим 1 г";"Протимікробні засоби для системного застосування. Інші -лактамні антибіотики. Цефалоспорини третього покоління.";"J01DD01";"";"";"ПАТ ""Київмедпрепарат""";"Україна";"";"1";"ПАТ ""Київмедпрепарат""";"Україна";"";;;;;;;;;;;;;UA/14375/01/01;13.05.2020;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/85E5E5ACD9A043ED42258C76004DC8C4/$file/UA143750101_E057.mht";"3 роки";3;"рік"
"279BC1E6FA40B0C1C2258AF900438BD3";"ЦЕФОТАКСИМ";"Cefotaxime";"порошок для розчину для ін’єкцій, по 1000 мг у флаконах, in bulk: по 10 флаконів з порошком у картонній коробці";"";"1 флакон містить цефотаксиму натрію еквівалентно цефотаксиму 1000 мг";"Антибактеріальні засоби для системного застосування. -лактамні антибіотики. Цефалоспорини III покоління.";"";"";"";"ДЖЕНОФАРМ ЛТД";"Велика Британія";"";"1";"НСПС Хебей Хуамін Фармасьютікал Компані Лімітед";"Китай";"";;;;;;;;;;;;;UA/20413/01/01;05.04.2024;"05.04.2029";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"3 роки";3;"рік"
"12F4ADB83F99BDB8C2258B82003D18AE";"ЦЕФОТАКСИМ";"Cefotaxime";"порошок для розчину для ін’єкцій, по 1000 мг у флаконах, по 1 або по 5, або по 10 флаконів з порошком у картонній коробці";"за рецептом";"1 флакон містить цефотаксиму натрію еквівалентно цефотаксиму 1000 мг";"Антибактеріальні засоби для системного застосування. -лактамні антибіотики. Цефалоспорини III покоління.";"J01DD01";"";"";"ДЖЕНОФАРМ ЛТД";"Велика Британія";"";"1";"НСПС Хебей Хуамін Фармасьютікал Компані Лімітед";"Китай";"";;;;;;;;;;;;;UA/20412/01/01;05.04.2024;"05.04.2029";Звичайний;Ні;Ні;Ні;Ні;Моно;Так;20.09.2025;"зміни до інструкції";"http://www.drlz.com.ua/ibp/lz_www.nsf/id/C5515A66E4F9423E42258B8C00288536/$file/UA204120101_12F4.mht";"3 роки";3;"рік"
"E3E4BEA6407A476EC2258C5700494575";"ЦЕФОТАКСИМ";"Cefotaxime";"порошок для розчину для ін’єкцій, по 1000 мг; по 1 або по 5, або по 10 флаконів з порошком у картонній коробці";"за рецептом";"1 флакон містить цефотаксиму натрію еквівалентно цефотаксиму 1000 мг";"Антибактеріальні засоби для системного застосування. -лактамні антибіотики. Цефалоспорини III покоління.";"J01DD01";"";"";"ДЖЕНОФАРМ ЛТД";"Велика Британія";"";"1";"НСПС Хебей Хуамін Фармасьютікал Компані Лімітед";"Китай";"";;;;;;;;;;;;;UA/20412/01/01;05.04.2024;"05.04.2029";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/A1B6E46A375B219242258C5E003402A3/$file/UA204120101_E3E4.mht";"3 роки";3;"рік"
"91E6D7FDBA2FD05FC2258AB600401E3C";"ЦЕФОТАКСИМ";"Cefotaxime";"порошок для розчину для ін`єкцій 0,5 г; по 0,5 г порошку у флаконі; in bulk: по 50 флаконів у коробці";"";"1 флакон містить: цефотаксим (у вигляді цефотаксиму натрію) - 0,5 г";"Протимікробні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління. Цефотаксим.";"";"";"";"Приватне акціонерне товариство ""Лекхім - Харків""";"Україна";"";"1";"Реюнг Фармасьютикал Ко., Лтд.";"Китайська Народна Республіка";"";;;;;;;;;;;;;UA/17217/01/02;15.01.2024;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"3 роки";3;"рік"
"DB9CE8CFA35856F6C2258AA80040BA5D";"ЦЕФОТАКСИМ";"Cefotaxime";"порошок для розчину для ін`єкцій 1,0 г; in bulk: по 50 флаконів у коробці з картону";"";"1 флакон містить: цефотаксим (у вигляді цефотаксиму натрію) - 1 г";"Протимікробні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління. Цефотаксим.";"";"";"";"Приватне акціонерне товариство ""Лекхім - Харків""";"Україна";"";"1";"Реюнг Фармасьютикал Ко., Лтд.";"Китайська Народна Республіка";"";;;;;;;;;;;;;UA/17217/01/01;15.01.2024;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"3 роки";3;"рік"
"8E7125B9DA78185FC2258BAF00475887";"ЦЕФОТАКСИМ-БХФЗ";"Cefotaxime";"порошок для розчину для ін'єкцій по 1000 мг; флакон № 1 (без пачки): по 55 флаконів з порошком у коробці; флакон № 1 (у пачці): по 1 флакону з порошком у пачці; флакон № 1 (у пачці): по 1 флакону з порошком у комплекті з розчинником ( вода для ін'єкцій) по 5 мл в ампулі в пачці з картонною перегородкою";"за рецептом";"1 флакон містить цефотаксиму (у вигляді цефотаксиму натрієвої солі стерильної) 1000 мг";"Протимікробні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління.";"J01DD01";"";"";"Публічне акціонерне товариство ""Науково-виробничий центр ""Борщагівський хіміко-фармацевтичний завод""";"Україна";"";"1";"Публічне акціонерне товариство ""Науково-виробничий центр ""Борщагівський хіміко-фармацевтичний завод""";"Україна";"";;;;;;;;;;;;;UA/4252/01/02;17.09.2020;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/8D64A6A963B5B3EC42258BB00053D3D7/$file/UA42520102_8E71.mht";"2 роки";2;"рік"
"841EC2D86FB45169C2258BAF00471A94";"ЦЕФОТАКСИМ-БХФЗ";"Cefotaxime";"порошок для розчину для ін'єкцій по 500 мг; флакон № 1 (без пачки): по 55 флаконів з порошком у коробці; флакон № 1 (у пачці): по 1 флакону з порошком у пачці; флакон № 1 (у пачці): по 1 флакону з порошком у комплекті з розчинником ( вода для ін'єкцій) по 5 мл в ампулі в пачці з картонною перегородкою";"за рецептом";"1 флакон містить цефотаксиму (у вигляді цефотаксиму натрієвої солі стерильної) 500 мг";"Протимікробні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління.";"J01DD01";"";"";"Публічне акціонерне товариство ""Науково-виробничий центр ""Борщагівський хіміко-фармацевтичний завод""";"Україна";"";"1";"Публічне акціонерне товариство ""Науково-виробничий центр ""Борщагівський хіміко-фармацевтичний завод""";"Україна";"";;;;;;;;;;;;;UA/4252/01/01;17.09.2020;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/56EEFF183A4599F542258BB00053D3D5/$file/UA42520101_841E.mht";"2 роки";2;"рік"
"53D30368BC74EF35C2258C89002FE1E2";"ЦЕФОТАКСИМ-ВІСТА";"Cefotaxime";"порошок для розчину для ін'єкцій по 1 г, по 1 або по 10 флаконів у картонній коробці";"за рецептом";"1 флакон містить цефотаксиму натрію 1,048 г, що відповідає цефотаксиму 1 г.";"Протимікробні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління. Цефотаксим.";"J01DD01";"";"";"Містрал Кепітал Менеджмент Лімітед";"Англія";"";"1";"АЦС ДОБФАР С.П.А.";"Італія";"";;;;;;;;;;;;;UA/19849/01/01;29.12.2022;"29.12.2027";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/459597D114F4271242258C8F002A4B85/$file/UA198490101_53D3.mht";"3 роки.";3;"рік"
"0A688CFAE0D88595C2258B8E00426C96";"ЦЕФОТАКСИМ-ДАРНИЦЯ";"Cefotaxime";"порошок для розчину для ін'єкцій по 0,5 г, 40 флаконів з порошком в коробці; 1 флакон з порошком в пачці; 5 флаконів з порошком в контурній чарунковій упаковці; по 1 контурній чарунковій упаковці в пачці; 1 флакон з порошком у комплекті з 1 ампулою розчинника (Вода для інєкцій -Дарниця) по 5 мл в контурній чарунковій упаковці; по 1 контурній чарунковій упаковці в пачці";"за рецептом";"1 флакон містить цефотаксиму натрієвої солі в перерахуванні на цефотаксим 0,5 г";"Протимікробні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління. Цефотаксим.";"J01DD01";"";"";"ПрАТ ""Фармацевтична фірма ""Дарниця""";"Україна";"";"1";"ПрАТ ""Фармацевтична фірма ""Дарниця""";"Україна";"";;;;;;;;;;;;;UA/6338/01/01;28.04.2017;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/B9C1C9E7A738233942258B95006023CD/$file/UA63380101_0A68.mht";"2 роки";2;"рік"
"DF0A514D9229627BC2258B8E00422863";"ЦЕФОТАКСИМ-ДАРНИЦЯ";"Cefotaxime";"порошок для розчину для ін'єкцій по 1,0 г, 40 флаконів з порошком в коробці; 1 флакон з порошком в пачці; 5 флаконів з порошком в контурній чарунковій упаковці; по 1 контурній чарунковій упаковці в пачці; 1 флакон з порошком у комплекті з 1 ампулою розчинника (Вода для ін'єкцій-Дарниця) по 10 мл в контурній чарунковій упаковці; по 1 контурній чарунковій упаковці в пачці";"за рецептом";"1 флакон містить цефотаксиму натрієвої солі в перерахуванні на цефотаксим 1 г";"Протимікробні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління. Цефотаксим.";"J01DD01";"";"";"ПрАТ ""Фармацевтична фірма ""Дарниця""";"Україна";"";"1";"ПрАТ ""Фармацевтична фірма ""Дарниця""";"Україна";"";;;;;;;;;;;;;UA/6338/01/02;28.04.2017;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/492F235EC266178842258B95006023D0/$file/UA63380102_DF0A.mht";"3 роки";3;"рік"
"3AECFA35DDAD18D8C2258BF600373A08";"ЦЕФОТАКСИМ КОМБІ";"Cefotaxime";"порошок для розчину для ін'єкцій по 0,5 г; Для виробника Приватне акціонерне товариство ""Лекхім-Харків"": 1 або 10, або 50 флаконів з порошком у пачках; 1 флакон з порошком та 1 ампула з розчинником (Вода для ін’єкцій по 5 мл в ампулі) в блістері; по 1 блістеру у пачці. Для виробника ТОВ ""Лекхім-Обухів"": 50 флаконів з порошком у пачках; 1 флакон з порошком та 1 ампула з розчинником (Вода для ін'єкцій по 5 мл в ампулі) в блістері; по 1 блістеру у пачці; 1 флакон з порошком у блістері; по 1 блістеру у пачці; 5 флаконів з порошком у блістері; по 2 блістери у пачці";"за рецептом";"1 флакон містить цефотаксиму (у вигляді цефотаксиму натрію) 0,5 г";"Протимікробні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління. Цефотаксим.";"J01DD01";"";"";"Приватне акціонерне товариство ""Лекхім-Харків""";"Україна";"";"3";"Приватне акціонерне товариство ""Лекхім-Харків"" (виробництво та первинне пакування розчинників; вторинне пакування, контроль та випуск серії готового лікарського засобу)";"Україна";"";"Реюнг Фармасьютикал Ко., Лтд. (виробництво та первинне пакування порошку)";"Китайська Народна Республіка";"";"ТОВ ""Лекхім-Обухів"" (вторинне пакування, контроль та випуск серії готового лікарського засобу)";"Україна";"";;;;;;;UA/18260/01/01;17.08.2020;"17.08.2025";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/07C25682E2C9329542258BFC0029B533/$file/UA182600101_3AEC.mht";"3 роки.Лідокаїн, розчин для ін’єкцій, 10 мг/мл – 3 роки.Вода для ін’єкцій – 4 роки. Термін придатності визначається відносно того компонента препарату (порошок або розчинник), термін придатності якого закінчується раніше.";3;"рік"
"2039251FDF12A7A4C2258C8500292985";"ЦЕФОТАКСИМ КОМБІ";"Cefotaxime";"порошок для розчину для ін'єкцій по 0,5 г; Для виробника Приватне акціонерне товариство ""Лекхім-Харків"": 1 або 10, або 50 флаконів з порошком у пачці; 1 флакон з порошком та 1 ампула з розчинником (Вода для ін’єкцій по 5 мл в ампулі) у блістері; по 1 блістеру у пачці. Для виробника ТОВ ""Лекхім-Обухів"": 50 флаконів з порошком у пачці; 1 флакон з порошком та 1 ампула з розчинником (Вода для ін'єкцій по 5 мл в ампулі) у блістері; по 1 блістеру у пачці; 1 флакон з порошком у блістері; по 1 блістеру у пачці; 5 флаконів з порошком у блістері; по 2 блістери у пачці";"за рецептом";"1 флакон містить цефотаксиму (у вигляді цефотаксиму натрію) 0,5 г/";"Протимікробні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління. Цефотаксим.";"J01DD01";"";"";"Приватне акціонерне товариство ""Лекхім-Харків""";"Україна";"";"3";"Приватне акціонерне товариство ""Лекхім-Харків"" (виробництво та первинне пакування розчинників; вторинне пакування, контроль та випуск серії готового лікарського засобу)";"Україна";"";"Реюнг Фармасьютикал Ко., Лтд. (виробництво та первинне пакування порошку)";"Китайська Народна Республіка";"";"ТОВ ""Лекхім-Обухів"" (вторинне пакування, контроль та випуск серії готового лікарського засобу)";"Україна";"";;;;;;;UA/18260/01/01;07.05.2025;"07.05.2030";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/7B893849A3FC8E6042258C8F002A707E/$file/UA182600101_2039.mht";"3 рокиВода для ін’єкцій – 4 роки.";3;"рік"
"295283E58286B844C2258BF60037F7A0";"ЦЕФОТАКСИМ КОМБІ";"Cefotaxime";"порошок для розчину для ін'єкцій по 1 г; 1 флакон з порошком та 1 ампула з розчинником (Вода для ін'єкцій по 10 мл в ампулі) в блістері; по 1 блістеру у пачці; 1 флакон з порошком та 1 ампула з розчинником (Лідокаїн, розчин для ін'єкцій 10 мг/мл по 5 мл в ампулі) в блістері; по 1 блістеру у пачці";"за рецептом";"1 флакон містить цефотаксиму (у вигляді цефотаксиму натрію) 1 г";"Протимікробні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління. Цефотаксим.";"J01DD01";"";"";"Приватне акціонерне товариство ""Лекхім-Харків""";"Україна";"";"3";"Приватне акціонерне товариство ""Лекхім-Харків"" (виробництво та первинне пакування розчинників; вторинне пакування, контроль та випуск серії готового лікарського засобу)";"Україна";"";"Реюнг Фармасьютикал Ко., Лтд. (виробництво та первинне пакування порошку)";"Китайська Народна Республіка";"";"ТОВ ""Лекхім-Обухів"" (вторинне пакування, контроль та випуск серії готового лікарського засобу)";"Україна";"";;;;;;;UA/18260/01/02;17.08.2020;"17.08.2025";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/16B796B41BE9360542258BFC0029B530/$file/UA182600102_2952.mht";"3 роки.Лідокаїн, розчин для ін’єкцій, 10 мг/мл – 3 роки.Вода для ін’єкцій – 4 роки. Термін придатності визначається відносно того компонента препарату (порошок або розчинник), термін придатності якого закінчується раніше.";3;"рік"
"0E5314304422727EC2258C8500293579";"ЦЕФОТАКСИМ КОМБІ";"Cefotaxime";"порошок для розчину для ін'єкцій по 1 г; 1 флакон з порошком та 1 ампула з розчинником (Вода для ін'єкцій по 10 мл в ампулі) в блістері; по 1 блістеру у пачці; 1 флакон з порошком та 1 ампула з розчинником (Лідокаїн, розчин для ін'єкцій 10 мг/мл по 5 мл в ампулі) в блістері; по 1 блістеру у пачці";"за рецептом";"1 флакон містить цефотаксиму (у вигляді цефотаксиму натрію) 1 г";"Протимікробні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління. Цефотаксим.";"J01DD01";"";"";"Приватне акціонерне товариство ""Лекхім-Харків""";"Україна";"";"3";"Приватне акціонерне товариство ""Лекхім-Харків"" (виробництво та первинне пакування розчинників; вторинне пакування, контроль та випуск серії готового лікарського засобу)";"Україна";"";"Реюнг Фармасьютикал Ко., Лтд. (виробництво та первинне пакування порошку)";"Китайська Народна Республіка";"";"ТОВ ""Лекхім-Обухів"" (вторинне пакування, контроль та випуск серії готового лікарського засобу)";"Україна";"";;;;;;;UA/18260/01/02;07.05.2025;"07.05.2030";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/6E98661F1D3D8A6442258C8F002A7079/$file/UA182600102_0E53.mht";"3 роки.Лідокаїн, розчин для ін’єкцій, 10 мг/мл – 3 роки.Вода для ін’єкцій – 4 роки.";3;"рік"
"8312808E4B860798C2258783004C3177";"ЦЕФОТАКСИМУ НАТРІЄВА СІЛЬ СТЕРИЛЬНА";"Cefotaxime";"порошок (субстанція) у алюмінієвих контейнерах для фармацевтичного застосування";"";"не менше 96,0 % і не більше 102,0 %, у перерахунку на безводну субстанцію";"Субстанції.";"";"";"";"Публічне акціонерне товариство ""Науково-виробничий центр ""Борщагівський хіміко-фармацевтичний завод""";"Україна";"";"1";"Реянг Фармасьютікал Ко., Лтд.";"Китай";"";;;;;;;;;;;;;UA/15884/01/01;03.11.2021;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"30 місяців";30;"місяць"
"8C16F80AF09F5471C225866B0032BD95";"ЦЕФОТАКСИМУ НАТРІЄВА СІЛЬ СТЕРИЛЬНА";"Cefotaxime";"порошок (субстанція) у бідонах алюмінієвих для фармацевтичного застосування";"";"містить не менше 96,0 % і не більше 102,0 % цефотаксиму натрієвої солі у перерахуванні на безводну речовину";"Субстанції.";"";"";"";"ПАТ ""Київмедпрепарат""";"Україна";"";"1";"Шандонг Енхонг Фармасьютікал Ко., Лтд.";"Китай";"";;;;;;;;;;;;;UA/14374/01/01;21.11.2019;"необмежений";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"2 роки";2;"рік"
"622815E6B1ADD3E1C2258C9F004BF959";"ЦЕФОТРИН";"Cefepime";"порошок для розчину для ін’єкцій по 1 г, 1 флакон з порошком в картонній коробці";"за рецептом";"1 флакон містить цефепіму гідрохлориду Ф.США еквівалентно цефепіму - 1 г";"Антибактеріальні засоби для системного застосування. -лактамні антибіотики. Цефалоспорини четвертого покоління.";"J01DE01";"";"";"Ананта Медікеар Лтд.";"Велика Британія";"";"2";"""Венус Ремедіс Лімітед""";"Індія";"";"Ананта Медікеар Лімітед";"Індія";"";;;;;;;;;;UA/12006/01/01;14.07.2017;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/05039EDAF46DE37E42258CAB00440C2F/$file/UA120060101_6228.mht";"3 роки";3;"рік"
"475BB5230C3114D1C2258B56002EAD51";"ЦЕФПОТЕК® 200";"Cefpodoxime";"таблетки, вкриті оболонкою, по 200 мг по 5 таблеток у блістері; по 2 або 4 блістери у картонній упаковці; по 7 таблеток у блістері; по 2 блістери у картонній упаковці";"за рецептом";"1 таблетка містить: цефподоксиму проксетилу еквівалентно цефподоксиму 200 мг";"Антибактеріальні засоби для системного застосування. Цефалоспорини третього покоління.";"J01DD13";"";"";"НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.";"Туреччина";"";"1";"НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.";"Туреччина";"";;;;;;;;;;;;;UA/10429/01/01;06.04.2020;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Так;03.12.2025;"зміни до інструкції";"http://www.drlz.com.ua/ibp/lz_www.nsf/id/22AD3134DE342F1F42258B57003B0DFA/$file/UA104290101_475B.mht";"2 роки";2;"рік"
"2F6301501DD016F3C2258CA1002E091F";"ЦЕФПОТЕК® 200";"Cefpodoxime";"таблетки, вкриті оболонкою, по 200 мг по 5 таблеток у блістері; по 2 або 4 блістери у картонній упаковці; по 7 таблеток у блістері; по 2 блістери у картонній упаковці";"за рецептом";"1 таблетка містить: цефподоксиму проксетилу еквівалентно цефподоксиму 200 мг";"Антибактеріальні засоби для системного застосування. Цефалоспорини третього покоління.";"J01DD13";"";"";"НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.";"Туреччина";"";"1";"НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.";"Туреччина";"";;;;;;;;;;;;;UA/10429/01/01;06.04.2020;"необмежений";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/891E8AB71E971FE942258CAB0045401D/$file/UA104290101_2F63.mht";"2 роки";2;"рік"
"271AC308E0B6E37AC225891D0033CB1A";"ЦЕФТАЗИДИМ";"Ceftazidime";"порошок для розчину для ін'єкцій або інфузій по 1 г; по 1 або по 10 флаконів у картонній пачці";"за рецептом";"1 флакон містить цефтазидиму (у формі цефтазидиму пентагідрату) 1 г";"Антибактеріальні засоби для системного застосування. Цефалоспорини ІІІ покоління.";"J01DD02";"";"";"АНТИБІОТИКИ СА";"Румунія";"";"2";"АНТИБІОТИКИ СА (вторинне пакування, тестування та випуск серії)";"Румунія";"";"Сінофарм Жиюн (Шеньчжен) Фармасьютикал Ко., Лтд. (виробництво, первинне та вторинне пакування)";"Китай";"";;;;;;;;;;UA/18721/01/01;23.04.2021;"23.04.2026";Звичайний;Ні;Ні;Ні;Ні;Моно;Так;20.09.2025;"зміни до інструкції";"http://www.drlz.com.ua/ibp/lz_www.nsf/id/1BCF19DFC44AE8F4C22589C2002BA536/$file/UA187210101_271A.mht";"3 роки";3;"рік"
"66B179E25FF44391C2258C8900311D12";"ЦЕФТАЗИДИМ";"Ceftazidime";"порошок для розчину для ін'єкцій або інфузій по 1 г; по 1 або по 10 флаконів у картонній пачці";"за рецептом";"1 флакон містить цефтазидиму (у формі цефтазидиму пентагідрату) 1 г";"Антибактеріальні засоби для системного застосування. Цефалоспорини ІІІ покоління.";"J01DD02";"";"";"АНТИБІОТИКИ СА";"Румунія";"";"2";"АНТИБІОТИКИ СА (вторинне пакування, тестування та випуск серії)";"Румунія";"";"Сінофарм Жиюн (Шеньчжен) Фармасьютикал Ко., Лтд. (виробництво, первинне та вторинне пакування)";"Китай";"";;;;;;;;;;UA/18721/01/01;23.04.2021;"23.04.2026";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/B97BBE7B2A0203B242258C8F0029F3F7/$file/UA187210101_66B1.mht";"3 роки";3;"рік"
"44363C9E4F6726B0C2258B2B004132D7";"ЦЕФТАЗИДИМ";"Ceftazidime";"порошок для розчину для ін'єкцій по 1 г; in bulk: по 50 флаконів у коробці";"";"1 флакон містить цефтазидиму (у вигляді цефтазидиму пентагідрату) 1 г";"Антибактеріальні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління.";"";"";"";"Приватне акціонерне товариство ""Лекхім-Харків""";"Україна";"";"1";"Реюнг Фармасьютикал Ко., Лтд.";"Китайська Народна Республіка";"";;;;;;;;;;;;;UA/17817/01/01;24.05.2024;"24.05.2029";Звичайний;Ні;Ні;Ні;Ні;;Ні;;;;"3 роки";3;"рік"
"1A2676717AAE713AC2258C0C0031C2ED";"ЦЕФТАЗИДИМ";"Ceftazidime";"порошок для розчину для ін'єкцій по 1 г; по 1 г порошку у флаконі; 1 або 5, або 50 флаконів у пачці; по 1 г порошку у флаконі, по 1 або 5 флаконів у блістері, по 1 блістеру у пачці";"за рецептом";"1 флакон містить цефтазидиму (у вигляді цефтазидиму пентагідрату) 1 г";"Антибактеріальні засоби для системного застосування. Бета-лактамні антибіотики. Цефалоспорини третього покоління.";"J01DD02";"";"";"Приватне акціонерне товариство ""Лекхім-Харків""";"Україна";"";"2";"Приватне акціонерне товариство ""Лекхім-Харків"" (виробництво з продукції in bulk фірми-виробника Реюнг Фармасьютикал Ко., Лтд., Китайська Народна Республіка)";"Україна";"";"ТОВ ""Лекхім-Обухів"" (виробництво з продукції in bulk фірми-виробника Реюнг Фармасьютикал Ко., Лтд., Китайська Народна Республіка)";"Україна";"";;;;;;;;;;UA/17818/01/01;13.08.2024;"13.08.2029";Звичайний;Ні;Ні;Ні;Ні;Моно;Ні;;;"http://www.drlz.com.ua/ibp/lz_www.nsf/id/283594AD0E8F1DEAC2258C110029ACAA/$file/UA178180101_1A26.mht";"3 роки";3;"рік"
